# Timestamp: 2024-02-06 16:14:40.811080
# Target Ontology: http://www.ebi.ac.uk/efo/releases/v3.62.0/efo.owl
# text2term version: 4.1.3
# Minimum Score: 0.60
# Mapper: tfidf
# Base IRIs: "('http://www.ebi.ac.uk/efo/', 'http://purl.obolibrary.org/obo/MONDO', 'http://purl.obolibrary.org/obo/HP', 'http://www.orpha.net/ORDO', 'http://purl.obolibrary.org/obo/DOID')"
# Max Mappings: 1
# Term Type: OntologyTermType.CLASS
# Deprecated Terms Excluded
# Unmapped Terms Excluded
# Of 89981 entries, 46026 were mapped to 8252 unique terms
Source Term ID,Source Term,Mapped Term Label,Mapped Term CURIE,Mapped Term IRI,Mapping Score
GCST90249630,Serine protease inhibitor Kazal-type 1 levels,pancreatic secretory trypsin inhibitor protein measurement,EFO:0020956,http://www.ebi.ac.uk/efo/EFO_0020956,0.845
GCST90249631,Serine protease inhibitor Kazal-type 13 levels,serine protease inhibitor Kazal-type 13 measurement,EFO:0803057,http://www.ebi.ac.uk/efo/EFO_0803057,0.854
GCST90249632,Serine protease inhibitor Kazal-type 14 levels,pancreatic secretory trypsin inhibitor protein measurement,EFO:0020956,http://www.ebi.ac.uk/efo/EFO_0020956,0.808
GCST90249633,Serine protease inhibitor Kazal-type 2 levels,serine protease inhibitor Kazal-type 2 measurement,EFO:0802054,http://www.ebi.ac.uk/efo/EFO_0802054,0.846
GCST90249634,Serine protease inhibitor Kazal-type 4 levels,pancreatic secretory trypsin inhibitor protein measurement,EFO:0020956,http://www.ebi.ac.uk/efo/EFO_0020956,0.825
GCST90249635,Serine protease inhibitor Kazal-type 5 levels,serine protease inhibitor Kazal-type 5 measurement,EFO:0803058,http://www.ebi.ac.uk/efo/EFO_0803058,0.847
GCST90249636,Serine protease inhibitor Kazal-type 6 levels,serine protease inhibitor Kazal-type 6 measurement,EFO:0802055,http://www.ebi.ac.uk/efo/EFO_0802055,0.848
GCST90249637,Serine protease inhibitor Kazal-type 7 levels,pancreatic secretory trypsin inhibitor protein measurement,EFO:0020956,http://www.ebi.ac.uk/efo/EFO_0020956,0.82
GCST90249638,Serine protease inhibitor Kazal-type 9 levels,serine protease inhibitor Kazal-type 9 measurement,EFO:0803060,http://www.ebi.ac.uk/efo/EFO_0803060,0.849
GCST90249643,"Sprouty-related, EVH1 domain-containing protein 1 levels","sprouty-related, EVH1 domain-containing protein 1 measurement",EFO:0803102,http://www.ebi.ac.uk/efo/EFO_0803102,0.83
GCST90249645,"Selenide, water dikinase 1 levels","selenide, water dikinase 1 measurement",EFO:0802045,http://www.ebi.ac.uk/efo/EFO_0802045,0.826
GCST90249646,SPRY domain-containing SOCS box protein 1 levels,SPRY domain-containing SOCS box protein 1 measurement,EFO:0803103,http://www.ebi.ac.uk/efo/EFO_0803103,0.893
GCST90249647,Spermine synthase levels,syndromic X-linked intellectual disability Snyder type,MONDO:0010664,http://purl.obolibrary.org/obo/MONDO_0010664,0.801
GCST90249648,Spermatogenesis-associated protein 20 levels,spermatogenesis-associated protein 20 measurement,EFO:0802083,http://www.ebi.ac.uk/efo/EFO_0802083,0.815
GCST90249649,Serine palmitoyltransferase 1 levels,serine palmitoyltransferase 1 measurement,EFO:0803055,http://www.ebi.ac.uk/efo/EFO_0803055,0.914
GCST90249650,Serine palmitoyltransferase 2 levels,serine palmitoyltransferase 2 measurement,EFO:0803056,http://www.ebi.ac.uk/efo/EFO_0803056,0.915
GCST90249652,Protein SERAC1 levels,protein SERAC1 measurement,EFO:0801963,http://www.ebi.ac.uk/efo/EFO_0801963,0.847
GCST90249655,Serine-rich single-pass membrane protein 1 levels,serine-rich single-pass membrane protein 1 measurement,EFO:0802056,http://www.ebi.ac.uk/efo/EFO_0802056,0.761
GCST90249657,Sulfiredoxin-1 levels,sulfiredoxin-1 measurement,EFO:0802101,http://www.ebi.ac.uk/efo/EFO_0802101,0.798
GCST90249658,Somatostatin-28 levels,somatostatinoma,EFO:1001187,http://www.ebi.ac.uk/efo/EFO_1001187,0.775
GCST90249659,"Succinate-semialdehyde dehydrogenase, mitochondrial levels",succinic semialdehyde dehydrogenase deficiency,MONDO:0010083,http://purl.obolibrary.org/obo/MONDO_0010083,0.792
GCST90249660,FACT complex subunit SSRP1 levels,fact complex subunit ssrp1 measurement,EFO:0020371,http://www.ebi.ac.uk/efo/EFO_0020371,0.929
GCST90249662,RNA polymerase II subunit A C-terminal domain phosphatase SSU72 levels,RNA polymerase II subunit A C-terminal domain phosphatase SSU72 measurement,EFO:0802029,http://www.ebi.ac.uk/efo/EFO_0802029,0.889
GCST90249663,Sulfotransferase 1A3 levels,estrogen sulfotransferase measurement,EFO:0801586,http://www.ebi.ac.uk/efo/EFO_0801586,0.617
GCST90249665,Sulfotransferase 1C2 levels,estrogen sulfotransferase measurement,EFO:0801586,http://www.ebi.ac.uk/efo/EFO_0801586,0.657
GCST90249667,Sulfotransferase 4A1 levels,sulfotransferase 4A1 measurement,EFO:0803108,http://www.ebi.ac.uk/efo/EFO_0803108,0.914
GCST90249668,Signal transducer and activator of transcription 5B levels,signal transducer and activator of transcription 3 measurement,EFO:0021907,http://www.ebi.ac.uk/efo/EFO_0021907,0.86
GCST90248214,Keratinocyte differentiation-associated protein levels,keratinocyte differentiation-associated protein measurement,EFO:0801743,http://www.ebi.ac.uk/efo/EFO_0801743,0.875
GCST90248215,Kunitz-type protease inhibitor 1 levels,Kunitz-type protease inhibitor 1 measurement,EFO:0008199,http://www.ebi.ac.uk/efo/EFO_0008199,0.765
GCST90248216,Kunitz-type protease inhibitor 2 levels,Kunitz-type protease inhibitor 2 measurement,EFO:0008200,http://www.ebi.ac.uk/efo/EFO_0008200,0.766
GCST90248217,Kunitz-type protease inhibitor 3 levels,kunitz-type protease inhibitor 3 measurement,EFO:0801750,http://www.ebi.ac.uk/efo/EFO_0801750,0.766
GCST90248218,Kv channel-interacting protein 1 levels,kv channel-interacting protein 1 measurement,EFO:0801751,http://www.ebi.ac.uk/efo/EFO_0801751,0.814
GCST90246827,Calcium/calmodulin-dependent protein kinase type II subunit delta levels,calcium/calmodulin-dependent protein kinase type II subunit delta measurement,EFO:0020220,http://www.ebi.ac.uk/efo/EFO_0020220,0.836
GCST90246828,Calcium/calmodulin-dependent protein kinase kinase 1 levels,calcium/calmodulin-dependent protein kinase kinase 1 measurement,EFO:0020217,http://www.ebi.ac.uk/efo/EFO_0020217,0.82
GCST90246830,Calpain-2 catalytic subunit levels,calpain-2 catalytic subunit measurement,EFO:0801445,http://www.ebi.ac.uk/efo/EFO_0801445,0.82
GCST90246831,Calcineurin subunit B type 1 levels,calcineurin subunit B type 1 measurement,EFO:0020215,http://www.ebi.ac.uk/efo/EFO_0020215,0.885
GCST90246832,Calcineurin subunit B type 2 levels,calcineurin subunit B type 1 measurement,EFO:0020215,http://www.ebi.ac.uk/efo/EFO_0020215,0.857
GCST90246833,Calcium-dependent phospholipase A2 levels,calcium-dependent phospholipase A2 measurement,EFO:0020216,http://www.ebi.ac.uk/efo/EFO_0020216,0.847
GCST90246836,Cardiotrophin-1 levels,cardiotrophin-1 measurement,EFO:0020235,http://www.ebi.ac.uk/efo/EFO_0020235,0.705
GCST90246837,Cocaine- and amphetamine-regulated transcript protein levels,cocaine- and amphetamine-regulated transcript protein measurement,EFO:0802409,http://www.ebi.ac.uk/efo/EFO_0802409,0.813
GCST90246838,Protein CASC4 levels,protein CASC4 measurement,EFO:0802927,http://www.ebi.ac.uk/efo/EFO_0802927,0.856
GCST90246839,Caspase-2 levels,autoimmune lymphoproliferative syndrome type 2B,MONDO:0011804,http://purl.obolibrary.org/obo/MONDO_0011804,0.641
GCST90246840,Caspase-3 levels,autoimmune lymphoproliferative syndrome type 2B,MONDO:0011804,http://purl.obolibrary.org/obo/MONDO_0011804,0.641
GCST90246841,Caspase-8 levels,autoimmune lymphoproliferative syndrome type 2B,MONDO:0011804,http://purl.obolibrary.org/obo/MONDO_0011804,0.741
GCST90246842,Catalase levels,catalase measurement,EFO:0008071,http://www.ebi.ac.uk/efo/EFO_0008071,0.692
GCST90246843,Cathepsin B levels,cathepsin B measurement,EFO:0008072,http://www.ebi.ac.uk/efo/EFO_0008072,0.809
GCST90246844,Cathepsin D levels,cathepsin D measurement,EFO:0010611,http://www.ebi.ac.uk/efo/EFO_0010611,0.818
GCST90246845,Cathepsin E levels,cathepsin E measurement,EFO:0020241,http://www.ebi.ac.uk/efo/EFO_0020241,0.82
GCST90246846,Catenin alpha-2 levels,mating type alpha,EFO:0001270,http://www.ebi.ac.uk/efo/EFO_0001270,0.656
GCST90246848,Cathepsin F levels,cathepsin F measurement,EFO:0022038,http://www.ebi.ac.uk/efo/EFO_0022038,0.82
GCST90246849,Cathepsin G levels,cathepsin G measurement,EFO:0020242,http://www.ebi.ac.uk/efo/EFO_0020242,0.816
GCST90246850,Cathepsin H levels,cathepsin H measurement,EFO:0020243,http://www.ebi.ac.uk/efo/EFO_0020243,0.815
GCST90246851,Cathepsin K levels,cathepsin B measurement,EFO:0008072,http://www.ebi.ac.uk/efo/EFO_0008072,0.683
GCST90246852,Cathepsin L2 levels,cathepsin L2 measurement,EFO:0020244,http://www.ebi.ac.uk/efo/EFO_0020244,0.853
GCST90246853,Cathepsin O levels,cathepsin O measurement,EFO:0802375,http://www.ebi.ac.uk/efo/EFO_0802375,0.808
GCST90246854,Cathepsin S levels,cathepsin B measurement,EFO:0008072,http://www.ebi.ac.uk/efo/EFO_0008072,0.742
GCST90246855,Cathepsin Z levels,cathepsin Z measurement,EFO:0008074,http://www.ebi.ac.uk/efo/EFO_0008074,0.833
GCST90246856,Caveolin-2 levels,Qualitative or quantitative defects of caveolin-3,ORPHANET.ORDO:207078,http://www.orpha.net/ORDO/Orphanet_207078,0.762
GCST90246857,Caveolin-3 levels,Qualitative or quantitative defects of caveolin-3,ORPHANET.ORDO:207078,http://www.orpha.net/ORDO/Orphanet_207078,0.762
GCST90246859,Carbonic anhydrase 1 levels,carbonic anhydrase 2,EFO:0010161,http://www.ebi.ac.uk/efo/EFO_0010161,0.937
GCST90246860,Carbonic anhydrase 12 levels,carbonic anhydrase 2,EFO:0010161,http://www.ebi.ac.uk/efo/EFO_0010161,0.9
GCST90246861,Carbonic anhydrase 13 levels,carbonic anhydrase 13 measurement,EFO:0008067,http://www.ebi.ac.uk/efo/EFO_0008067,0.896
GCST90246862,Carbonic anhydrase 2 levels,carbonic anhydrase 2,EFO:0010161,http://www.ebi.ac.uk/efo/EFO_0010161,0.972
GCST90246863,Carbonic anhydrase 3 levels,carbonic anhydrase 2,EFO:0010161,http://www.ebi.ac.uk/efo/EFO_0010161,0.934
GCST90246864,Carbonic anhydrase 4 levels,carbonic anhydrase 2,EFO:0010161,http://www.ebi.ac.uk/efo/EFO_0010161,0.928
GCST90246865,"Carbonic anhydrase 5A, mitochondrial levels","carbonic anhydrase 5A, mitochondrial measurement",EFO:0801450,http://www.ebi.ac.uk/efo/EFO_0801450,0.839
GCST90246866,"Carbonic anhydrase 5B, mitochondrial levels","carbonic anhydrase 5A, mitochondrial measurement",EFO:0801450,http://www.ebi.ac.uk/efo/EFO_0801450,0.757
GCST90246867,Carbonic anhydrase 6 levels,carbonic anhydrase 2,EFO:0010161,http://www.ebi.ac.uk/efo/EFO_0010161,0.924
GCST90246868,Carbonic anhydrase 7 levels,carbonic anhydrase 2,EFO:0010161,http://www.ebi.ac.uk/efo/EFO_0010161,0.919
GCST90246869,Carbonic anhydrase 9 levels,carbonic anhydrase 2,EFO:0010161,http://www.ebi.ac.uk/efo/EFO_0010161,0.919
GCST90246870,E3 ubiquitin-protein ligase CBL levels,E3 ubiquitin-protein ligase CBL measurement,EFO:0801552,http://www.ebi.ac.uk/efo/EFO_0801552,0.869
GCST90246871,Cerebellin-1 levels,cerebellin-1 measurement,EFO:0801466,http://www.ebi.ac.uk/efo/EFO_0801466,0.644
GCST90246872,Cerebellin-4 levels,cerebellin-1 measurement,EFO:0801466,http://www.ebi.ac.uk/efo/EFO_0801466,0.635
GCST90246873,Carboxypeptidase A2 levels,carboxypeptidase A2 measurement,EFO:0801451,http://www.ebi.ac.uk/efo/EFO_0801451,0.901
GCST90246874,Carboxypeptidase A4 levels,carboxypeptidase A4 measurement,EFO:0801452,http://www.ebi.ac.uk/efo/EFO_0801452,0.908
GCST90246875,Carboxypeptidase B levels,carboxypeptidase B measurement,EFO:0801453,http://www.ebi.ac.uk/efo/EFO_0801453,0.89
GCST90246876,Carboxypeptidase B2 levels,thrombin activatable fibrinolysis inhibitor activation peptide measurement,EFO:0008582,http://www.ebi.ac.uk/efo/EFO_0008582,0.908
GCST90248993,Peptidase inhibitor 15 levels,peptidase inhibitor 15 measurement,EFO:0802851,http://www.ebi.ac.uk/efo/EFO_0802851,0.906
GCST90248994,Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha levels,phosphatidylinositol 5-phosphate 4-kinase type-2 alpha measurement,EFO:0802861,http://www.ebi.ac.uk/efo/EFO_0802861,0.748
GCST90248995,Phosphatidylinositol 5-phosphate 4-kinase type-2 beta levels,phosphatidylinositol measurement,EFO:0010230,http://www.ebi.ac.uk/efo/EFO_0010230,0.721
GCST90248997,Polymeric immunoglobulin receptor levels,polymeric immunoglobulin receptor measurement,EFO:0008267,http://www.ebi.ac.uk/efo/EFO_0008267,0.923
GCST90248998,PIK3CA/PIK3R1 levels,PIK3CA/PIK3R1 measurement,EFO:0021971,http://www.ebi.ac.uk/efo/EFO_0021971,0.831
GCST90249000,Paired immunoglobulin-like type 2 receptor alpha levels,paired immunoglobulin-like type 2 receptor alpha measurement,EFO:0801866,http://www.ebi.ac.uk/efo/EFO_0801866,0.887
GCST90249001,PILR alpha-associated neural protein levels,PILR alpha-associated neural protein measurement,EFO:0021941,http://www.ebi.ac.uk/efo/EFO_0021941,0.826
GCST90249002,Protein-L-isoaspartate(D-aspartate) O-methyltransferase levels,aspartate aminotransferase measurement,EFO:0004736,http://www.ebi.ac.uk/efo/EFO_0004736,0.616
GCST90249004,Phosphatidylinositol transfer protein alpha isoform levels,phosphatidylinositol transfer protein alpha isoform measurement,EFO:0802862,http://www.ebi.ac.uk/efo/EFO_0802862,0.94
GCST90249005,Phosphatidylinositol transfer protein beta isoform levels,phosphatidylinositol transfer protein beta isoform measurement,EFO:0802863,http://www.ebi.ac.uk/efo/EFO_0802863,0.933
GCST90246594,Activating signal cointegrator 1 complex subunit 1 levels,activating signal cointegrator 1 complex subunit 1 measurement,EFO:0801340,http://www.ebi.ac.uk/efo/EFO_0801340,0.938
GCST90246596,Asialoglycoprotein receptor 1 levels,asialoglycoprotein receptor 1 measurement,EFO:0020164,http://www.ebi.ac.uk/efo/EFO_0020164,0.887
GCST90246597,Histone-lysine N-methyltransferase ASH1L levels,histone-lysine N-methyltransferase ASH1L measurement,EFO:0802603,http://www.ebi.ac.uk/efo/EFO_0802603,0.829
GCST90246598,Acid-sensing ion channel 4 levels,acid-sensing ion channel 4 measurement,EFO:0802249,http://www.ebi.ac.uk/efo/EFO_0802249,0.778
GCST90246599,Agouti-signaling protein levels,Agouti-signaling protein measurement,EFO:0801357,http://www.ebi.ac.uk/efo/EFO_0801357,0.717
GCST90246600,Sphingomyelin phosphodiesterase levels,acid sphingomyelinase-like phosphodiesterase 3a measurement,EFO:0008013,http://www.ebi.ac.uk/efo/EFO_0008013,0.744
GCST90246601,Acid sphingomyelinase-like phosphodiesterase 3a levels,acid sphingomyelinase-like phosphodiesterase 3a measurement,EFO:0008013,http://www.ebi.ac.uk/efo/EFO_0008013,0.898
GCST90246602,ATPase ASNA1 levels,ATPase ASNA1 measurement,EFO:0802296,http://www.ebi.ac.uk/efo/EFO_0802296,0.899
GCST90246603,Aspartyl/asparaginyl beta-hydroxylase levels,aspartyl/asparaginyl beta-hydroxylase measurement,EFO:0801396,http://www.ebi.ac.uk/efo/EFO_0801396,0.778
GCST90246604,Asporin levels,asporin measurement,EFO:0801397,http://www.ebi.ac.uk/efo/EFO_0801397,0.77
GCST90246605,Arginine/serine-rich protein 1 levels,arginine/serine-rich protein 1 measurement,EFO:0802286,http://www.ebi.ac.uk/efo/EFO_0802286,0.637
GCST90246606,Alpha-synuclein levels,alpha synuclein measurement,EFO:0009323,http://www.ebi.ac.uk/efo/EFO_0009323,0.857
GCST90246607,Manganese-transporting ATPase 13A1 levels,disorder of manganese transport,MONDO:0017766,http://purl.obolibrary.org/obo/MONDO_0017766,0.608
GCST90246608,Sarcoplasmic/endoplasmic reticulum calcium ATPase 3 levels,sarcoplasmic/endoplasmic reticulum calcium ATPase 3 measurement,EFO:0802036,http://www.ebi.ac.uk/efo/EFO_0802036,0.867
GCST90246609,ATPase family AAA domain-containing protein 1 levels,ATPase family AAA domain-containing protein 1 measurement,EFO:0802297,http://www.ebi.ac.uk/efo/EFO_0802297,0.894
GCST90246610,Cyclic AMP-dependent transcription factor ATF-6 alpha levels,cyclic AMP-dependent transcription factor ATF-6 alpha measurement,EFO:0801505,http://www.ebi.ac.uk/efo/EFO_0801505,0.785
GCST90246611,Cyclic AMP-dependent transcription factor ATF-6 beta levels,cyclic AMP-dependent transcription factor ATF-6 alpha measurement,EFO:0801505,http://www.ebi.ac.uk/efo/EFO_0801505,0.712
GCST90246612,ADAMTS-like protein 1 levels,ADAMTS-like protein 1 measurement,EFO:0802254,http://www.ebi.ac.uk/efo/EFO_0802254,0.766
GCST90246613,ADAMTS-like protein 2 levels,ADAMTS-like protein 1 measurement,EFO:0802254,http://www.ebi.ac.uk/efo/EFO_0802254,0.739
GCST90246615,"ATP synthase subunit beta, mitochondrial levels","ATP synthase subunit beta, mitochondrial measurement",EFO:0020166,http://www.ebi.ac.uk/efo/EFO_0020166,0.88
GCST90246616,"ATP synthase subunit f, mitochondrial levels","ATP synthase subunit beta, mitochondrial measurement",EFO:0020166,http://www.ebi.ac.uk/efo/EFO_0020166,0.831
GCST90246617,ATP-dependent DNA helicase Q1 levels,ATP-dependent DNA helicase Q1 measurement,EFO:0802293,http://www.ebi.ac.uk/efo/EFO_0802293,0.81
GCST90246618,ATP-dependent RNA helicase A levels,ATP-dependent RNA helicase A measurement,EFO:0802294,http://www.ebi.ac.uk/efo/EFO_0802294,0.772
GCST90249019,Pleckstrin homology domain-containing family A member 1 levels,pleckstrin homology domain-containing family A member 1 measurement,EFO:0802873,http://www.ebi.ac.uk/efo/EFO_0802873,0.913
GCST90249020,Pleckstrin homology domain-containing family A member 4 levels,pleckstrin homology domain-containing family A member 1 measurement,EFO:0802873,http://www.ebi.ac.uk/efo/EFO_0802873,0.898
GCST90249021,Pleckstrin homology domain-containing family A member 7 levels,pleckstrin homology domain-containing family A member 7 measurement,EFO:0801891,http://www.ebi.ac.uk/efo/EFO_0801891,0.914
GCST90249022,Pyruvate kinase PKLR levels,pyruvate kinase PKLR measurement,EFO:0801982,http://www.ebi.ac.uk/efo/EFO_0801982,0.926
GCST90249023,Plakophilin-2 levels,malacoplakia,EFO:1001807,http://www.ebi.ac.uk/efo/EFO_1001807,0.617
GCST90249025,Plasmin levels,plasmin measurement,EFO:0020643,http://www.ebi.ac.uk/efo/EFO_0020643,0.711
GCST90249026,Plasminogen levels,plasma plasminogen measurement,EFO:0006309,http://www.ebi.ac.uk/efo/EFO_0006309,0.776
GCST90249027,Phospholipase B-like 1 levels,phospholipase B-like 1 measurement,EFO:0802865,http://www.ebi.ac.uk/efo/EFO_0802865,0.739
GCST90249028,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1 levels","1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1 measurement",EFO:0020108,http://www.ebi.ac.uk/efo/EFO_0020108,0.819
GCST90249029,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-2 levels","1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1 measurement",EFO:0020108,http://www.ebi.ac.uk/efo/EFO_0020108,0.823
GCST90249030,Phospholipase D3 levels,phospholipase D3 measurement,EFO:0802866,http://www.ebi.ac.uk/efo/EFO_0802866,0.883
GCST90246582,Armadillo repeat-containing protein 10 levels,armadillo repeat-containing protein 5 measurement,EFO:0802288,http://www.ebi.ac.uk/efo/EFO_0802288,0.804
GCST90246583,Armadillo repeat-containing protein 5 levels,armadillo repeat-containing protein 5 measurement,EFO:0802288,http://www.ebi.ac.uk/efo/EFO_0802288,0.841
GCST90246584,Arylsulfatase A levels,arylsulfatase A measurement,EFO:0020163,http://www.ebi.ac.uk/efo/EFO_0020163,0.882
GCST90246585,Arylsulfatase B levels,arylsulfatase B measurement,EFO:0008030,http://www.ebi.ac.uk/efo/EFO_0008030,0.882
GCST90246586,Arylsulfatase K levels,arylsulfatase K measurement,EFO:0801395,http://www.ebi.ac.uk/efo/EFO_0801395,0.889
GCST90246587,Agouti-related protein levels,Agouti-related protein measurement,EFO:0008016,http://www.ebi.ac.uk/efo/EFO_0008016,0.718
GCST90246588,Ecto-ADP-ribosyltransferase 3 levels,ecto-ADP-ribosyltransferase 3 measurement,EFO:0801558,http://www.ebi.ac.uk/efo/EFO_0801558,0.705
GCST90246589,Ecto-ADP-ribosyltransferase 4 levels,ecto-ADP-ribosyltransferase 4 measurement,EFO:0801559,http://www.ebi.ac.uk/efo/EFO_0801559,0.708
GCST90246590,Arylamine N-acetyltransferase 1 levels,arylamine N-acetyltransferase 1 measurement,EFO:0801394,http://www.ebi.ac.uk/efo/EFO_0801394,0.815
GCST90246592,"Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 2 levels","arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 2 measurement",EFO:0803306,http://www.ebi.ac.uk/efo/EFO_0803306,0.82
GCST90248968,Prefoldin subunit 2 levels,prefoldin subunit 5 measurement,EFO:0020652,http://www.ebi.ac.uk/efo/EFO_0020652,0.861
GCST90248969,Prefoldin subunit 3 levels,prefoldin subunit 5 measurement,EFO:0020652,http://www.ebi.ac.uk/efo/EFO_0020652,0.861
